"Taxonomy"	"Mortierellales"	"Eurotiales"	"Hypocreales"	"Thelebolales"	"Incertae_sedis_Ascomycota"	"Pleosporales"	"Sordariales"	"Cantharellales"	"Saccharomycetales"	"Microascales"	"Chaetothyriales"	"Incertae_sedis_Sordariomycetes"	"Helotiales"	"Incertae_sedis_Dothideomycetes"	"Trichosphaeriales"	"Pezizales"	"Corticiales"	"Rhizophlyctidales"	"Incertae_sedis_Leotiomycetes"	"Amylocorticiales"	"Kickxellales"	"Ustilaginales"	"Agaricales"	"Orbiliales"	"Chytridiales"	"Sporidiobolales"	"Onygenales"	"Xylariales"	"Spizellomycetales"	"Cystofilobasidiales"	"Diversisporales"	"Mucorales"	"Glomerales"	"Tremellales"	"Capnodiales"	"Sebacinales"	"Blastocladiales"	"Polyporales"	"Russulales"	"Incertae_sedis_Fungi"	"Acarosporales"	"Erysiphales"	"Coniochaetales"	"Botryosphaeriales"	"Erythrobasidiales"	"Agaricostilbales"	"Auriculariales"	"Agyriales"	"Wallemiales"	"Chaetosphaeriales"	"Incertae_sedis_Agaricomycetes"	"Boletales"	"Magnaporthales"	"Malasseziales"	"Rhytismatales"	"Teloschistales"	"Melanosporales"	"Paraglomerales"	"Diaporthales"	"Venturiales"	"Archaeorhizomycetales"	"Trichosporonales"	"Taphrinales"	"Geastrales"	"Trechisporales"	"Cystobasidiales"	"Incertae_sedis_Eurotiomycetes"	"Hymenochaetales"	"Incertae_sedis_Exobasidiomycetes"	"Arachnomycetales"	"Archaeosporales"	"Geminibasidiales"	"Verrucariales"	"Tubeufiales"	"Rhizophydiales"	"Neocallimastigales"	"Thelephorales"	"Boliniales"	"Dothideales"	"Filobasidiales"	"Incertae_sedis_Tritirachiomycetes"	"Gloeophyllales"	"Olpidiales"	"Leotiales"	"Microthyriales"	"Lulworthiales"	"Atheliales"	"Others"
"LH93_Z3_1"	0.148507981	0.046148508	0.165857044	0	0.016308119	0.02185982	0.040943789	0	0.000346981	0.037473976	0.011450382	0.0055517	0.006939625	0.000346981	0.003122831	0.003122831	0	0	0.0055517	0.002428869	0.001734906	0.008674532	0.004163775	0.002081888	0.005204719	0.003469813	0.007633588	0	0.000693963	0	0.001040944	0	0.001040944	0.003469813	0.001040944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.443789035
"LH93_Z3_2"	0.206800833	0.04406662	0.163428175	0.000346981	0.047536433	0.041984733	0.061068702	0	0.000346981	0.040596808	0.004857738	0.007980569	0.004163775	0	0	0.005204719	0	0	0.002428869	0	0.000693963	0	0.002081888	0.000693963	0.000346981	0.000346981	0.002428869	0.000346981	0.001040944	0	0	0	0.000346981	0.000693963	0.001387925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.358778626
"LH93_Z3_3"	0.312977099	0.015614157	0.064191534	0.002081888	0.018043026	0.02741152	0.073213046	0	0.001387925	0.009715475	0.000346981	0.009715475	0.019083969	0	0.001387925	0.00277585	0	0	0.000346981	0	0	0.000346981	0.001387925	0	0.000693963	0	0.001040944	0	0	0	0	0.001734906	0	0.000346981	0.003122831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.433032616
"PHJ31_Z3_1"	0.155794587	0.07425399	0.109646079	0.007980569	0.014573213	0.113809854	0.062803609	0.001734906	0.001040944	0.00832755	0.004510756	0.014920194	0.016308119	0	0	0.004510756	0	0	0.005898681	0	0.000346981	0.001734906	0.005898681	0.000346981	0.001040944	0.001734906	0.002428869	0	0.000693963	0	0.000693963	0.001040944	0.00832755	0.010756419	0.00277585	0	0	0	0	0	0	0	0.001387925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.364677307
"PHJ31_Z3_2"	0.160652325	0.028799445	0.142609299	0.003816794	0.039555864	0.036086051	0.041984733	0.000693963	0.000346981	0.028105482	0.003469813	0.006939625	0.010062457	0	0.000693963	0.006592644	0	0	0.001387925	0.006245663	0	0	0.007633588	0.000346981	0.000346981	0.003816794	0.001387925	0	0	0.000346981	0	0	0.001387925	0.001040944	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.465301874
"PHJ31_Z3_3"	0.204371964	0.023941707	0.148507981	0	0.008674532	0.062109646	0.051006246	0.003122831	0.000693963	0.019430951	0.002081888	0.007980569	0.007633588	0.000693963	0	0.0055517	0.008674532	0.000346981	0.000346981	0	0	0	0.00277585	0.00277585	0.001040944	0.0055517	0.001387925	0.000346981	0	0	0.000693963	0.000693963	0.010409438	0.009021513	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.409784872
"PHW20_Z3_1"	0.001734906	0.028799445	0.097154754	0	0.00277585	0.105482304	0.013185288	0.001040944	0	0	0.030534351	0	0	0	0	0.060027759	0.004163775	0	0	0.011797363	0.002428869	0.020818876	0.022900763	0.002081888	0.003122831	0	0.016308119	0.000346981	0.015267176	0	0	0.001734906	0	0	0	0	0	0.000346981	0	0	0	0	0.001040944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.556904927
"PHW20_Z3_2"	0.43962526	0.010409438	0.082581541	0.001040944	0.014920194	0.0111034	0.040249827	0.000346981	0.043719639	0.014226232	0.00277585	0.004163775	0.003122831	0	0.001040944	0.001734906	0	0	0.001387925	0	0	0.003469813	0.003816794	0.000693963	0	0.00277585	0.001734906	0.000346981	0.000346981	0	0.000693963	0	0.002428869	0.001040944	0.001040944	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.308466343
"PHW20_Z3_3"	0.170020819	0.017349063	0.08778626	0.011797363	0.000693963	0.013185288	0.026023595	0	0.001387925	0.017002082	0.003122831	0.003469813	0.004857738	0	0.004857738	0.002081888	0.000693963	0	0	0	0.000346981	0.000693963	0.000346981	0.000346981	0.001734906	0.000693963	0.001734906	0	0.003469813	0	0	0	0.000346981	0.003469813	0.004857738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.617279667
"W64A_Z3_1"	0.092643997	0.03851492	0.051353227	0.001387925	0.010756419	0.020818876	0.012144344	0.002428869	0.002081888	0.006592644	0.002428869	0.002081888	0.006939625	0	0.001387925	0.000346981	0	0	0.001734906	0	0.000346981	0.001387925	0.002428869	0	0.000346981	0	0.002428869	0.001040944	0.000693963	0.000346981	0	0.000693963	0.000693963	0.000346981	0.003469813	0.000346981	0	0	0	0.000693963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73074254
"W64A_Z3_2"	0.109646079	0.010409438	0.043719639	0.014920194	0.006245663	0.018390007	0.02185982	0.000346981	0.056210965	0.004510756	0.000693963	0.006592644	0.003122831	0	0.004510756	0.001387925	0	0	0.000346981	0	0.000346981	0.000693963	0.000693963	0	0	0.001040944	0.001040944	0.000346981	0.000693963	0.000693963	0	0	0	0	0.001040944	0	0	0	0.001040944	0	0	0.001040944	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.688063845
"W64A_Z3_3"	0.116238723	0.080152672	0.120055517	0.000346981	0.00277585	0.010062457	0.034004164	0	0.000346981	0.012838307	0.003122831	0.004510756	0.003122831	0	0.002081888	0.003122831	0	0	0.002081888	0	0	0.000693963	0	0	0.006939625	0.001387925	0.000346981	0	0.000346981	0	0	0.000346981	0	0	0.003122831	0	0	0	0	0	0.000346981	0	0.000346981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.591256072
